1999	488176	3531	1184
2000	526346	4114	1336
2001	541272	4595	1472
2002	567544	4969	1602
2003	586170	5553	1858
2004	620757	6589	2240
2005	656987	7920	2822
2006	687282	9556	3307
2007	712625	11628	3974
2008	751436	18060	6192
2009	785315	28249	9461
2010	833422	35755	11546
2011	877401	42394	13878
2012	940900	52734	17865
2013	996632	62681	21103
2014	1044260	69724	24069
2015	1087259	81046	27805
2016	1113943	87956	30625
2017	1123788	102366	35243
2018	1170812	110809	37944
2019	1311209	122910	41999
