1999,488176,5383,2070
2000,526346,6246,2289
2001,541272,6808,2446
2002,567544,7469,2691
2003,586170,8385,3053
2004,620757,9777,3533
2005,656987,11824,4293
2006,687282,14160,4962
2007,712625,17832,6091
2008,751436,28998,9746
2009,785315,46468,15309
2010,833422,58051,18463
2011,877401,68080,21739
2012,940900,85311,28045
2013,996632,98452,32667
2014,1044260,109072,36591
2015,1087259,123585,41722
2016,1113943,134503,45872
2017,1123788,154576,52882
2018,1170812,166690,56948
2019,1311209,180074,62071
